Comunidad (Original);Comunidad Limpio;Comunidad en Inglés;Año;Sector Id;Sector;Gasto en I+D (Miles €);PIB (Miles €);% PIB I+D;Sector Nombre
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2011;(_T);All Sectors;1840;1374489;0.13;Total
(ES70) Canarias;Canarias;Canary Islands;2011;(IPSFL);Private non-profit sector;514;39611706;0.0;Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2011;(IPSFL);Private non-profit sector;232;22261796;0.0;Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2011;(IPSFL);Private non-profit sector;1802;63907269;0.0;Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2011;(IPSFL);Private non-profit sector;163;7945371;0.0;Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2011;(IPSFL);Private non-profit sector;270;33631537;0.0;Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2011;(IPSFL);Private non-profit sector;6146;199623724;0.0;Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2011;(IPSFL);Private non-profit sector;604;54328993;0.0;Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2011;(IPSFL);Private non-profit sector;8404;199939125;0.0;Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2011;(IPSFL);Private non-profit sector;769;100387555;0.0;Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2011;(IPSFL);Private non-profit sector;263;26646250;0.0;Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2011;(IPSFL);Private non-profit sector;1066;144494494;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2011;(EMPRESAS_IPSFL);Private non-profit sector;49427;39611706;0.12;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2011;(EMPRESAS_IPSFL);Private non-profit sector;98609;22261796;0.44;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2011;(EMPRESAS_IPSFL);Private non-profit sector;1067591;63907269;1.67;Empresas e Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2011;(EMPRESAS_IPSFL);Private non-profit sector;43728;7945371;0.55;Empresas e Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2011;(EMPRESAS_IPSFL);Private non-profit sector;169364;33631537;0.5;Empresas e Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2011;(EMPRESAS_IPSFL);Private non-profit sector;2072071;199623724;1.04;Empresas e Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2011;(EMPRESAS_IPSFL);Private non-profit sector;312933;54328993;0.58;Empresas e Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2011;(EMPRESAS_IPSFL);Private non-profit sector;1741777;199939125;0.87;Empresas e Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2011;(EMPRESAS_IPSFL);Private non-profit sector;422947;100387555;0.42;Empresas e Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2011;(EMPRESAS_IPSFL);Private non-profit sector;14094;26646250;0.05;Empresas e Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2011;(EMPRESAS_IPSFL);Private non-profit sector;599294;144494494;0.41;Empresas e Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2011;(EMPRESAS);Business enterprise sector;48913;39611706;0.12;Empresas
(ES11) Galicia;Galicia;Galicia;2011;(EMPRESAS);Business enterprise sector;254781;55816965;0.46;Empresas
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2011;(EMPRESAS);Business enterprise sector;98377;22261796;0.44;Empresas
(ES13) Cantabria;Cantabria;Cantabria;2011;(EMPRESAS);Business enterprise sector;46878;12680314;0.37;Empresas
(ES21) País Vasco;País Vasco;Basque Country;2011;(EMPRESAS);Business enterprise sector;1065789;63907269;1.67;Empresas
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2011;(EMPRESAS);Business enterprise sector;265726;18058363;1.47;Empresas
(ES23) La Rioja;La Rioja;La Rioja;2011;(EMPRESAS);Business enterprise sector;43565;7945371;0.55;Empresas
(ES24) Aragón;Aragón;Aragon;2011;(EMPRESAS);Business enterprise sector;169094;33631537;0.5;Empresas
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2011;(EMPRESAS);Business enterprise sector;2065925;199623724;1.03;Empresas
(ES41) Castilla y León;Castilla y León;Castile and León;2011;(EMPRESAS);Business enterprise sector;312329;54328993;0.57;Empresas
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2011;(EMPRESAS);Business enterprise sector;147524;39056838;0.38;Empresas
(ES43) Extremadura;Extremadura;Extremadura;2011;(EMPRESAS);Business enterprise sector;28168;18273867;0.15;Empresas
(ES51) Cataluña;Cataluña;Catalonia;2011;(EMPRESAS);Business enterprise sector;1733373;199939125;0.87;Empresas
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2011;(EMPRESAS);Business enterprise sector;422178;100387555;0.42;Empresas
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2011;(EMPRESAS);Business enterprise sector;13831;26646250;0.05;Empresas
(ES61) Andalucía;Andalucía;Andalusia;2011;(EMPRESAS);Business enterprise sector;598228;144494494;0.41;Empresas
(ES62) Región de Murcia;Región de Murcia;Murcia;2011;(EMPRESAS);Business enterprise sector;81268;27698320;0.29;Empresas
(ES70) Canarias;Canarias;Canary Islands;2012;(ADMINISTRACION_PUBLICA);Government sector;61564;38239602;0.16;Administración Pública
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2012;(ADMINISTRACION_PUBLICA);Government sector;28566;21265200;0.13;Administración Pública
(ES13) Cantabria;Cantabria;Cantabria;2012;(ADMINISTRACION_PUBLICA);Government sector;24010;12224935;0.2;Administración Pública
(ES21) País Vasco;País Vasco;Basque Country;2012;(ADMINISTRACION_PUBLICA);Government sector;97298;62342907;0.16;Administración Pública
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2012;(ADMINISTRACION_PUBLICA);Government sector;28510;17377685;0.16;Administración Pública
(ES23) La Rioja;La Rioja;La Rioja;2012;(ADMINISTRACION_PUBLICA);Government sector;16767;7669045;0.22;Administración Pública
(ES24) Aragón;Aragón;Aragon;2012;(ADMINISTRACION_PUBLICA);Government sector;72941;32169749;0.23;Administración Pública
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2012;(ADMINISTRACION_PUBLICA);Government sector;908312;196359670;0.46;Administración Pública
(ES41) Castilla y León;Castilla y León;Castile and León;2012;(ADMINISTRACION_PUBLICA);Government sector;53971;52589720;0.1;Administración Pública
(ES43) Extremadura;Extremadura;Extremadura;2012;(ADMINISTRACION_PUBLICA);Government sector;34900;17579526;0.2;Administración Pública
(ES51) Cataluña;Cataluña;Catalonia;2012;(ADMINISTRACION_PUBLICA);Government sector;614318;194512765;0.32;Administración Pública
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2012;(ADMINISTRACION_PUBLICA);Government sector;128920;95835883;0.13;Administración Pública
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2012;(ADMINISTRACION_PUBLICA);Government sector;33250;26224305;0.13;Administración Pública
(ES61) Andalucía;Andalucía;Andalusia;2012;(ADMINISTRACION_PUBLICA);Government sector;316838;139052618;0.23;Administración Pública
(ES62) Región de Murcia;Región de Murcia;Murcia;2012;(ADMINISTRACION_PUBLICA);Government sector;37975;26950848;0.14;Administración Pública
(ES70) Canarias;Canarias;Canary Islands;2012;(ENSENIANZA_SUPERIOR);Higher education sector;106032;38239602;0.28;Enseñanza Superior
(ES11) Galicia;Galicia;Galicia;2012;(ENSENIANZA_SUPERIOR);Higher education sector;193012;54021344;0.36;Enseñanza Superior
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2012;(ENSENIANZA_SUPERIOR);Higher education sector;65483;21265200;0.31;Enseñanza Superior
(ES21) País Vasco;País Vasco;Basque Country;2012;(ENSENIANZA_SUPERIOR);Higher education sector;246314;62342907;0.4;Enseñanza Superior
(ES23) La Rioja;La Rioja;La Rioja;2012;(ENSENIANZA_SUPERIOR);Higher education sector;16144;7669045;0.21;Enseñanza Superior
(ES24) Aragón;Aragón;Aragon;2012;(ENSENIANZA_SUPERIOR);Higher education sector;75037;32169749;0.23;Enseñanza Superior
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2012;(ENSENIANZA_SUPERIOR);Higher education sector;633048;196359670;0.32;Enseñanza Superior
(ES41) Castilla y León;Castilla y León;Castile and León;2012;(ENSENIANZA_SUPERIOR);Higher education sector;181731;52589720;0.35;Enseñanza Superior
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2012;(ENSENIANZA_SUPERIOR);Higher education sector;57529;37644363;0.15;Enseñanza Superior
(ES51) Cataluña;Cataluña;Catalonia;2012;(ENSENIANZA_SUPERIOR);Higher education sector;694638;194512765;0.36;Enseñanza Superior
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2012;(ENSENIANZA_SUPERIOR);Higher education sector;471834;95835883;0.49;Enseñanza Superior
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2012;(ENSENIANZA_SUPERIOR);Higher education sector;41827;26224305;0.16;Enseñanza Superior
(ES61) Andalucía;Andalucía;Andalusia;2012;(ENSENIANZA_SUPERIOR);Higher education sector;626914;139052618;0.45;Enseñanza Superior
(ES62) Región de Murcia;Región de Murcia;Murcia;2012;(ENSENIANZA_SUPERIOR);Higher education sector;101574;26950848;0.38;Enseñanza Superior
(ES70) Canarias;Canarias;Canary Islands;2012;(_T);All Sectors;211495;38239602;0.55;Total
(ES11) Galicia;Galicia;Galicia;2012;(_T);All Sectors;487840;54021344;0.9;Total
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2012;(_T);All Sectors;195892;21265200;0.92;Total
(ES13) Cantabria;Cantabria;Cantabria;2012;(_T);All Sectors;126166;12224935;1.03;Total
(ES21) País Vasco;País Vasco;Basque Country;2012;(_T);All Sectors;1431108;62342907;2.3;Total
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2012;(_T);All Sectors;346690;17377685;2.0;Total
(ES23) La Rioja;La Rioja;La Rioja;2012;(_T);All Sectors;69297;7669045;0.9;Total
(ES24) Aragón;Aragón;Aragon;2012;(_T);All Sectors;312795;32169749;0.97;Total
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2012;(_T);All Sectors;3433677;196359670;1.75;Total
(ES41) Castilla y León;Castilla y León;Castile and León;2012;(_T);All Sectors;617467;52589720;1.17;Total
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2012;(_T);All Sectors;230547;37644363;0.61;Total
(ES43) Extremadura;Extremadura;Extremadura;2012;(_T);All Sectors;128432;17579526;0.73;Total
(ES51) Cataluña;Cataluña;Catalonia;2012;(_T);All Sectors;2991010;194512765;1.54;Total
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2012;(_T);All Sectors;1008041;95835883;1.05;Total
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2012;(_T);All Sectors;89921;26224305;0.34;Total
(ES61) Andalucía;Andalucía;Andalusia;2012;(_T);All Sectors;1480460;139052618;1.06;Total
(ES62) Región de Murcia;Región de Murcia;Murcia;2012;(_T);All Sectors;227759;26950848;0.85;Total
(ES63) Ciudad Autónoma de Ceuta;Ciudad Autónoma de Ceuta;Ceuta;2012;(_T);All Sectors;1132;1438908;0.08;Total
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2012;(_T);All Sectors;1876;1325903;0.14;Total
(ES70) Canarias;Canarias;Canary Islands;2012;(IPSFL);Private non-profit sector;361;38239602;0.0;Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2012;(IPSFL);Private non-profit sector;256;21265200;0.0;Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2012;(IPSFL);Private non-profit sector;1896;62342907;0.0;Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2012;(IPSFL);Private non-profit sector;206;7669045;0.0;Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2012;(IPSFL);Private non-profit sector;347;32169749;0.0;Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2012;(IPSFL);Private non-profit sector;5865;196359670;0.0;Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2012;(IPSFL);Private non-profit sector;314;52589720;0.0;Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2012;(IPSFL);Private non-profit sector;9199;194512765;0.0;Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2012;(IPSFL);Private non-profit sector;647;95835883;0.0;Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2012;(IPSFL);Private non-profit sector;231;26224305;0.0;Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2012;(IPSFL);Private non-profit sector;1943;139052618;0.0;Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2012;(IPSFL);Private non-profit sector;275;26950848;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2012;(EMPRESAS_IPSFL);Private non-profit sector;43899;38239602;0.11;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2012;(EMPRESAS_IPSFL);Private non-profit sector;101843;21265200;0.48;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2012;(EMPRESAS_IPSFL);Private non-profit sector;1087496;62342907;1.74;Empresas e Instituciones Privadas sin Fines de Lucro
(ES23) La Rioja;La Rioja;La Rioja;2012;(EMPRESAS_IPSFL);Private non-profit sector;36386;7669045;0.47;Empresas e Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2012;(EMPRESAS_IPSFL);Private non-profit sector;164818;32169749;0.51;Empresas e Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2012;(EMPRESAS_IPSFL);Private non-profit sector;1892317;196359670;0.96;Empresas e Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2012;(EMPRESAS_IPSFL);Private non-profit sector;381765;52589720;0.73;Empresas e Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2012;(EMPRESAS_IPSFL);Private non-profit sector;1682055;194512765;0.86;Empresas e Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2012;(EMPRESAS_IPSFL);Private non-profit sector;407287;95835883;0.42;Empresas e Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2012;(EMPRESAS_IPSFL);Private non-profit sector;14843;26224305;0.06;Empresas e Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2012;(EMPRESAS_IPSFL);Private non-profit sector;536708;139052618;0.39;Empresas e Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2012;(EMPRESAS_IPSFL);Private non-profit sector;88210;26950848;0.33;Empresas e Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2012;(EMPRESAS);Business enterprise sector;43538;38239602;0.11;Empresas
(ES11) Galicia;Galicia;Galicia;2012;(EMPRESAS);Business enterprise sector;224415;54021344;0.42;Empresas
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2012;(EMPRESAS);Business enterprise sector;101587;21265200;0.48;Empresas
(ES13) Cantabria;Cantabria;Cantabria;2012;(EMPRESAS);Business enterprise sector;45338;12224935;0.37;Empresas
(ES21) País Vasco;País Vasco;Basque Country;2012;(EMPRESAS);Business enterprise sector;1085600;62342907;1.74;Empresas
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2012;(EMPRESAS);Business enterprise sector;237298;17377685;1.37;Empresas
(ES23) La Rioja;La Rioja;La Rioja;2012;(EMPRESAS);Business enterprise sector;36180;7669045;0.47;Empresas
(ES24) Aragón;Aragón;Aragon;2012;(EMPRESAS);Business enterprise sector;164471;32169749;0.51;Empresas
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2012;(EMPRESAS);Business enterprise sector;1886452;196359670;0.96;Empresas
(ES41) Castilla y León;Castilla y León;Castile and León;2012;(EMPRESAS);Business enterprise sector;381451;52589720;0.73;Empresas
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2012;(EMPRESAS);Business enterprise sector;144902;37644363;0.38;Empresas
(ES43) Extremadura;Extremadura;Extremadura;2012;(EMPRESAS);Business enterprise sector;25757;17579526;0.15;Empresas
(ES51) Cataluña;Cataluña;Catalonia;2012;(EMPRESAS);Business enterprise sector;1672856;194512765;0.86;Empresas
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2012;(EMPRESAS);Business enterprise sector;406640;95835883;0.42;Empresas
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2012;(EMPRESAS);Business enterprise sector;14612;26224305;0.06;Empresas
(ES61) Andalucía;Andalucía;Andalusia;2012;(EMPRESAS);Business enterprise sector;534765;139052618;0.38;Empresas
(ES62) Región de Murcia;Región de Murcia;Murcia;2012;(EMPRESAS);Business enterprise sector;87935;26950848;0.33;Empresas
(ES63) Ciudad Autónoma de Ceuta;Ciudad Autónoma de Ceuta;Ceuta;2012;(EMPRESAS);Business enterprise sector;118;1438908;0.01;Empresas
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2012;(EMPRESAS);Business enterprise sector;365;1325903;0.03;Empresas
(ES70) Canarias;Canarias;Canary Islands;2013;(ADMINISTRACION_PUBLICA);Government sector;62369;38066975;0.16;Administración Pública
(ES11) Galicia;Galicia;Galicia;2013;(ADMINISTRACION_PUBLICA);Government sector;69672;54038718;0.13;Administración Pública
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2013;(ADMINISTRACION_PUBLICA);Government sector;27810;20693890;0.13;Administración Pública
(ES13) Cantabria;Cantabria;Cantabria;2013;(ADMINISTRACION_PUBLICA);Government sector;20481;11944124;0.17;Administración Pública
(ES21) País Vasco;País Vasco;Basque Country;2013;(ADMINISTRACION_PUBLICA);Government sector;92379;61496663;0.15;Administración Pública
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2013;(ADMINISTRACION_PUBLICA);Government sector;25065;17346722;0.14;Administración Pública
(ES23) La Rioja;La Rioja;La Rioja;2013;(ADMINISTRACION_PUBLICA);Government sector;14993;7581142;0.2;Administración Pública
(ES24) Aragón;Aragón;Aragon;2013;(ADMINISTRACION_PUBLICA);Government sector;67679;32323922;0.21;Administración Pública
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2013;(ADMINISTRACION_PUBLICA);Government sector;860871;193344523;0.45;Administración Pública
(ES41) Castilla y León;Castilla y León;Castile and León;2013;(ADMINISTRACION_PUBLICA);Government sector;48868;51280425;0.1;Administración Pública
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2013;(ADMINISTRACION_PUBLICA);Government sector;25416;36910747;0.07;Administración Pública
(ES43) Extremadura;Extremadura;Extremadura;2013;(ADMINISTRACION_PUBLICA);Government sector;29239;17606422;0.17;Administración Pública
(ES51) Cataluña;Cataluña;Catalonia;2013;(ADMINISTRACION_PUBLICA);Government sector;596591;193328965;0.31;Administración Pública
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2013;(ADMINISTRACION_PUBLICA);Government sector;122972;95110090;0.13;Administración Pública
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2013;(ADMINISTRACION_PUBLICA);Government sector;32898;26227926;0.13;Administración Pública
(ES61) Andalucía;Andalucía;Andalusia;2013;(ADMINISTRACION_PUBLICA);Government sector;304689;137294091;0.22;Administración Pública
(ES62) Región de Murcia;Región de Murcia;Murcia;2013;(ADMINISTRACION_PUBLICA);Government sector;34397;27046880;0.13;Administración Pública
(ES70) Canarias;Canarias;Canary Islands;2013;(ENSENIANZA_SUPERIOR);Higher education sector;97312;38066975;0.26;Enseñanza Superior
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2013;(ENSENIANZA_SUPERIOR);Higher education sector;59108;20693890;0.29;Enseñanza Superior
(ES21) País Vasco;País Vasco;Basque Country;2013;(ENSENIANZA_SUPERIOR);Higher education sector;238757;61496663;0.39;Enseñanza Superior
(ES24) Aragón;Aragón;Aragon;2013;(ENSENIANZA_SUPERIOR);Higher education sector;68140;32323922;0.21;Enseñanza Superior
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2013;(ENSENIANZA_SUPERIOR);Higher education sector;622495;193344523;0.32;Enseñanza Superior
(ES41) Castilla y León;Castilla y León;Castile and León;2013;(ENSENIANZA_SUPERIOR);Higher education sector;183680;51280425;0.36;Enseñanza Superior
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2013;(ENSENIANZA_SUPERIOR);Higher education sector;58323;36910747;0.16;Enseñanza Superior
(ES43) Extremadura;Extremadura;Extremadura;2013;(ENSENIANZA_SUPERIOR);Higher education sector;73415;17606422;0.42;Enseñanza Superior
(ES51) Cataluña;Cataluña;Catalonia;2013;(ENSENIANZA_SUPERIOR);Higher education sector;681289;193328965;0.35;Enseñanza Superior
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2013;(ENSENIANZA_SUPERIOR);Higher education sector;469387;95110090;0.49;Enseñanza Superior
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2013;(ENSENIANZA_SUPERIOR);Higher education sector;42738;26227926;0.16;Enseñanza Superior
(ES61) Andalucía;Andalucía;Andalusia;2013;(ENSENIANZA_SUPERIOR);Higher education sector;626118;137294091;0.46;Enseñanza Superior
(ES62) Región de Murcia;Región de Murcia;Murcia;2013;(ENSENIANZA_SUPERIOR);Higher education sector;102968;27046880;0.38;Enseñanza Superior
(ES70) Canarias;Canarias;Canary Islands;2013;(_T);All Sectors;203078;38066975;0.53;Total
(ES11) Galicia;Galicia;Galicia;2013;(_T);All Sectors;468701;54038718;0.87;Total
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2013;(_T);All Sectors;183717;20693890;0.89;Total
(ES13) Cantabria;Cantabria;Cantabria;2013;(_T);All Sectors;110047;11944124;0.92;Total
(ES21) País Vasco;País Vasco;Basque Country;2013;(_T);All Sectors;1328297;61496663;2.16;Total
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2013;(_T);All Sectors;317158;17346722;1.83;Total
(ES23) La Rioja;La Rioja;La Rioja;2013;(_T);All Sectors;61270;7581142;0.81;Total
(ES24) Aragón;Aragón;Aragon;2013;(_T);All Sectors;298081;32323922;0.92;Total
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2013;(_T);All Sectors;3434613;193344523;1.78;Total
(ES41) Castilla y León;Castilla y León;Castile and León;2013;(_T);All Sectors;531000;51280425;1.04;Total
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2013;(_T);All Sectors;201453;36910747;0.55;Total
(ES43) Extremadura;Extremadura;Extremadura;2013;(_T);All Sectors;129629;17606422;0.74;Total
(ES51) Cataluña;Cataluña;Catalonia;2013;(_T);All Sectors;2960612;193328965;1.53;Total
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2013;(_T);All Sectors;998399;95110090;1.05;Total
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2013;(_T);All Sectors;86982;26227926;0.33;Total
(ES61) Andalucía;Andalucía;Andalusia;2013;(_T);All Sectors;1471261;137294091;1.07;Total
(ES62) Región de Murcia;Región de Murcia;Murcia;2013;(_T);All Sectors;224761;27046880;0.83;Total
(ES63) Ciudad Autónoma de Ceuta;Ciudad Autónoma de Ceuta;Ceuta;2013;(_T);All Sectors;991;1454750;0.07;Total
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2013;(_T);All Sectors;1749;1339497;0.13;Total
(ES70) Canarias;Canarias;Canary Islands;2013;(IPSFL);Private non-profit sector;195;38066975;0.0;Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2013;(IPSFL);Private non-profit sector;137;20693890;0.0;Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2013;(IPSFL);Private non-profit sector;1432;61496663;0.0;Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2013;(IPSFL);Private non-profit sector;211;32323922;0.0;Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2013;(IPSFL);Private non-profit sector;5247;193344523;0.0;Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2013;(IPSFL);Private non-profit sector;228;51280425;0.0;Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2013;(IPSFL);Private non-profit sector;42;36910747;0.0;Instituciones Privadas sin Fines de Lucro
(ES43) Extremadura;Extremadura;Extremadura;2013;(IPSFL);Private non-profit sector;89;17606422;0.0;Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2013;(IPSFL);Private non-profit sector;6990;193328965;0.0;Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2013;(IPSFL);Private non-profit sector;745;95110090;0.0;Instituciones Privadas sin Fines de Lucro
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2013;(IPSFL);Private non-profit sector;226;26227926;0.0;Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2013;(IPSFL);Private non-profit sector;2029;137294091;0.0;Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2013;(IPSFL);Private non-profit sector;105;27046880;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2013;(EMPRESAS_IPSFL);Private non-profit sector;43396;38066975;0.11;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2013;(EMPRESAS_IPSFL);Private non-profit sector;96799;20693890;0.47;Empresas e Instituciones Privadas sin Fines de Lucro
