Country,País,Year,Sector,%GDP,ISO3,label_percent_gdp_id,"GDP Current prices, million euro",GDP Current Prices Flags,Approx_RD_Investment_million_euro
European Union - 27 countries (from 2020),Unión Europea (27 países),2021,All Sectors,2.24,EUU,e,14795071.3,,331409.59712000005
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,All Sectors,2.27,EMU,,12555219.7,,285003.48719
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,All Sectors,2.27,EMU,,12613613.8,,286329.03326000005
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,All Sectors,2.27,EMU,,12555219.7,,285003.48719
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,All Sectors,2.27,EMU,,12613613.8,,286329.03326000005
Belgium,Bélgica,2021,All Sectors,3.41,BEL,,506047.2,,17256.20952
Bulgaria,Bulgaria,2021,All Sectors,0.77,BGR,,71378.4,,549.6136799999999
Czechia,Chequia,2021,All Sectors,1.93,CZE,,246012.3,,4748.0373899999995
Denmark,Dinamarca,2021,All Sectors,2.74,DNK,p,345236.0,,9459.466400000001
Germany,Alemania,2021,All Sectors,3.08,DEU,,3676460.0,p,113234.96800000001
Estonia,Estonia,2021,All Sectors,1.75,EST,,31456.2,,550.4835
Ireland,Irlanda,2021,All Sectors,1.07,IRL,,449216.5,,4806.616550000001
Greece,Grecia,2021,All Sectors,1.43,GRC,,184574.6,,2639.41678
Spain,España,2021,All Sectors,1.4,ESP,,1235474.0,,17296.636
France,Francia,2021,All Sectors,2.21,FRA,,2508102.3,,55429.06082999999
Croatia,Croacia,2021,All Sectors,1.24,HRV,,58394.1,,724.0868399999999
Italy,Italia,2021,All Sectors,1.41,ITA,,1842507.4,,25979.354339999998
Cyprus,Chipre,2021,All Sectors,0.78,CYP,,25679.9,,200.30322
Latvia,Letonia,2021,All Sectors,0.77,LVA,,32283.8,,248.58526
Lithuania,Lituania,2021,All Sectors,1.1,LTU,,56679.7,,623.4767
Luxembourg,Luxemburgo,2021,All Sectors,1.04,LUX,,73039.5,,759.6107999999999
Hungary,Hungría,2021,All Sectors,1.63,HUN,,154971.7,,2526.03871
Malta,Malta,2021,All Sectors,0.6,MLT,,16676.2,,100.05720000000001
Netherlands,Países Bajos,2021,All Sectors,2.22,NLD,,891550.0,,19792.41
Austria,Austria,2021,All Sectors,3.26,AUT,,406232.1,,13243.166459999999
Poland,Polonia,2021,All Sectors,1.42,POL,,583001.4,,8278.61988
Portugal,Portugal,2021,All Sectors,1.67,PRT,,216493.7,,3615.44479
Romania,Rumanía,2021,All Sectors,0.47,ROU,,242260.4,,1138.6238799999999
Slovenia,Eslovenia,2021,All Sectors,2.14,SVN,,52022.6,,1113.28364
Slovakia,Eslovaquia,2021,All Sectors,0.9,SVK,,101933.5,,917.4015
Finland,Finlandia,2021,All Sectors,3.01,FIN,,248764.0,,7487.796399999999
Sweden,Suecia,2021,All Sectors,3.42,SWE,,538597.2,,18420.02424
Iceland,Islandia,2021,All Sectors,2.78,ISL,,21795.2,,605.90656
Norway,Noruega,2021,All Sectors,1.89,NOR,,425445.6,,8040.92184
Switzerland,Suiza,2021,All Sectors,3.3,CHE,,689174.9,,22742.7717
Bosnia and Herzegovina,Bosnia y Herzegovina,2021,All Sectors,0.19,BIH,,20014.7,,38.02793
Serbia,Serbia,2021,All Sectors,0.95,SRB,,55931.3,,531.34735
Türkiye,Turquía,2021,All Sectors,1.4,TUR,,690246.0,,9663.444
European Union - 27 countries (from 2020),Unión Europea (27 países),2022,All Sectors,2.21,EUU,e,16144069.2,,356783.92931999994
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,All Sectors,2.24,EMU,e,13656779.8,,305911.8675200001
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,All Sectors,2.24,EMU,e,13724391.3,,307426.3651200001
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,All Sectors,2.25,EMU,e,13656779.8,,307277.5455
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,All Sectors,2.25,EMU,e,13724391.3,,308798.80425
Belgium,Bélgica,2022,All Sectors,3.29,BEL,e,563710.5,,18546.07545
Bulgaria,Bulgaria,2022,All Sectors,0.75,BGR,,86082.4,,645.6179999999999
Czechia,Chequia,2022,All Sectors,1.89,CZE,,286976.8,,5423.8615199999995
Denmark,Dinamarca,2022,All Sectors,2.87,DNK,,382309.3,,10972.27691
Germany,Alemania,2022,All Sectors,3.07,DEU,,3953850.0,p,121383.19499999999
Estonia,Estonia,2022,All Sectors,1.76,EST,,36442.8,,641.3932800000001
Greece,Grecia,2022,All Sectors,1.48,GRC,,207854.2,p,3076.2421600000002
Spain,España,2022,All Sectors,1.41,ESP,,1373629.0,p,19368.1689
France,Francia,2022,All Sectors,2.22,FRA,,2655435.0,p,58950.657
Croatia,Croacia,2022,All Sectors,1.42,HRV,,67611.5,,960.0832999999999
Italy,Italia,2022,All Sectors,1.37,ITA,,1998072.6,,27373.594620000003
Cyprus,Chipre,2022,All Sectors,0.7,CYP,,29377.2,,205.64039999999997
Latvia,Letonia,2022,All Sectors,0.81,LVA,,36099.7,,292.40757
Lithuania,Lituania,2022,All Sectors,1.05,LTU,,67455.5,,708.2827500000001
Luxembourg,Luxemburgo,2022,All Sectors,1.05,LUX,,76731.2,,805.6776
Hungary,Hungría,2022,All Sectors,1.39,HUN,d,169054.8,,2349.86172
Malta,Malta,2022,All Sectors,0.58,MLT,,18270.0,,105.966
Netherlands,Países Bajos,2022,All Sectors,2.18,NLD,b,993820.0,,21665.276
Austria,Austria,2022,All Sectors,3.18,AUT,e,448007.4,,14246.635320000001
Poland,Polonia,2022,All Sectors,1.44,POL,,661712.3,,9528.65712
Portugal,Portugal,2022,All Sectors,1.69,PRT,,243957.1,,4122.874989999999
Romania,Rumanía,2022,All Sectors,0.46,ROU,,281761.4,,1296.1024400000001
Slovenia,Eslovenia,2022,All Sectors,2.1,SVN,,56908.8,,1195.0848
Slovakia,Eslovaquia,2022,All Sectors,0.98,SVK,,110046.4,,1078.45472
Finland,Finlandia,2022,All Sectors,2.98,FIN,,266135.0,,7930.823
Sweden,Suecia,2022,All Sectors,3.47,SWE,,551781.0,,19146.8007
Iceland,Islandia,2022,All Sectors,2.59,ISL,,27292.3,,706.8705699999999
Norway,Noruega,2022,All Sectors,1.56,NOR,,567468.3,,8852.505480000002
North Macedonia,Macedonia del Norte,2022,All Sectors,0.37,MKD,,13243.2,,48.999840000000006
Serbia,Serbia,2022,All Sectors,0.92,SRB,,63501.1,p,584.21012
Türkiye,Turquía,2022,All Sectors,1.32,TUR,,862309.6,,11382.486719999999
European Union - 27 countries (from 2020),Unión Europea (27 países),2023,All Sectors,2.22,EUU,e,17203657.2,,381921.18984
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,All Sectors,2.25,EMU,e,14521697.3,,326738.18925
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,All Sectors,2.25,EMU,e,14599745.8,,328494.2805
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,All Sectors,2.25,EMU,e,14521697.3,,326738.18925
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,All Sectors,2.25,EMU,e,14599745.8,,328494.2805
Belgium,Bélgica,2023,All Sectors,3.32,BEL,p,596202.7,p,19793.92964
Bulgaria,Bulgaria,2023,All Sectors,0.79,BGR,p,94709.3,,748.2034700000002
Czechia,Chequia,2023,All Sectors,1.83,CZE,p,317385.8,,5808.16014
Denmark,Dinamarca,2023,All Sectors,2.99,DNK,p,376430.0,,11255.257000000001
Germany,Alemania,2023,All Sectors,3.11,DEU,p,4185550.0,p,130170.605
Estonia,Estonia,2023,All Sectors,1.84,EST,,38187.8,,702.65552
Greece,Grecia,2023,All Sectors,1.49,GRC,p,225196.9,p,3355.43381
Spain,España,2023,All Sectors,1.49,ESP,p,1498324.0,p,22325.0276
France,Francia,2023,All Sectors,2.19,FRA,p,2822454.6,p,61811.75574
Croatia,Croacia,2023,All Sectors,1.39,HRV,p,78060.4,p,1085.03956
Italy,Italia,2023,All Sectors,1.31,ITA,p,2131390.0,,27921.209000000003
Cyprus,Chipre,2023,All Sectors,0.68,CYP,p,31340.0,,213.11200000000002
Latvia,Letonia,2023,All Sectors,0.83,LVA,,39372.4,,326.79092
Lithuania,Lituania,2023,All Sectors,1.05,LTU,p,73792.8,,774.8244000000001
Luxembourg,Luxemburgo,2023,All Sectors,1.03,LUX,p,80991.9,,834.2165699999999
Hungary,Hungría,2023,All Sectors,1.39,HUN,d,197902.0,,2750.8378
Malta,Malta,2023,All Sectors,0.61,MLT,,20541.4,,125.30254
Netherlands,Países Bajos,2023,All Sectors,2.08,NLD,e,1067599.0,,22206.0592
Austria,Austria,2023,All Sectors,3.29,AUT,p,473226.7,,15569.15843
Poland,Polonia,2023,All Sectors,1.56,POL,p,751931.7,,11730.13452
Portugal,Portugal,2023,All Sectors,1.69,PRT,p,267923.2,e,4527.90208
Romania,Rumanía,2023,All Sectors,0.52,ROU,p,324368.6,p,1686.71672
Slovenia,Eslovenia,2023,All Sectors,2.13,SVN,p,63951.2,,1362.1605599999998
Slovakia,Eslovaquia,2023,All Sectors,1.04,SVK,,123833.2,,1287.86528
Finland,Finlandia,2023,All Sectors,3.09,FIN,,272782.0,,8428.9638
Sweden,Suecia,2023,All Sectors,3.57,SWE,p,541184.0,,19320.268799999998
Iceland,Islandia,2023,All Sectors,2.53,ISL,,29092.8,,736.04784
Norway,Noruega,2023,All Sectors,1.84,NOR,p,446533.8,,8216.22192
Serbia,Serbia,2023,All Sectors,0.88,SRB,,75204.0,p,661.7952
European Union - 27 countries (from 2020),Unión Europea (27 países),2013,Business enterprise sector,1.33,EUU,e,11595373.5,,154218.46755
Euro area – 20 countries (from 2023),Zona Euro (20 países),2013,Business enterprise sector,1.34,EMU,e,10013381.3,,134179.30942
Euro area – 20 countries (from 2023),Zona Euro (20 países),2013,Business enterprise sector,1.34,EMU,e,10058185.2,,134779.68168
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2013,Business enterprise sector,1.35,EMU,e,10013381.3,,135180.64755000002
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2013,Business enterprise sector,1.35,EMU,e,10058185.2,,135785.5002
Belgium,Bélgica,2013,Business enterprise sector,1.61,BEL,,394616.3,,6353.322429999999
Bulgaria,Bulgaria,2013,Business enterprise sector,0.39,BGR,,42056.2,,164.01918
Czechia,Chequia,2013,Business enterprise sector,1.0,CZE,,160470.0,,1604.7
Denmark,Dinamarca,2013,Business enterprise sector,1.88,DNK,,259530.9,,4879.180919999999
Germany,Alemania,2013,Business enterprise sector,1.87,DEU,,2867280.0,,53618.136000000006
Estonia,Estonia,2013,Business enterprise sector,0.81,EST,,19163.2,,155.22192000000004
Ireland,Irlanda,2013,Business enterprise sector,1.1,IRL,,183192.7,,2015.1197000000004
Greece,Grecia,2013,Business enterprise sector,0.27,GRC,,178113.9,,480.90753
Spain,España,2013,Business enterprise sector,0.67,ESP,,1025652.0,,6871.8684
France,Francia,2013,Business enterprise sector,1.44,FRA,,2120351.9,,30533.067359999997
Croatia,Croacia,2013,Business enterprise sector,0.4,HRV,,44803.9,,179.21560000000002
Italy,Italia,2013,Business enterprise sector,0.71,ITA,,1621260.7,,11510.950969999998
Cyprus,Chipre,2013,Business enterprise sector,0.09,CYP,,18040.3,,16.236269999999998
Latvia,Letonia,2013,Business enterprise sector,0.18,LVA,,21997.0,,39.5946
Lithuania,Lituania,2013,Business enterprise sector,0.24,LTU,,34874.0,,83.6976
Luxembourg,Luxemburgo,2013,Business enterprise sector,0.65,LUX,,49094.5,,319.11425
Hungary,Hungría,2013,Business enterprise sector,0.96,HUN,d,102210.9,,981.2246399999999
Malta,Malta,2013,Business enterprise sector,0.38,MLT,,8129.4,,30.89172
Netherlands,Países Bajos,2013,Business enterprise sector,1.4,NLD,b,665567.0,,9317.937999999998
Austria,Austria,2013,Business enterprise sector,2.11,AUT,,321191.7,,6777.144869999999
Poland,Polonia,2013,Business enterprise sector,0.38,POL,,390177.0,,1482.6726
Portugal,Portugal,2013,Business enterprise sector,0.63,PRT,,170675.6,,1075.25628
Romania,Rumanía,2013,Business enterprise sector,0.12,ROU,,142936.0,,171.52319999999997
Slovenia,Eslovenia,2013,Business enterprise sector,1.99,SVN,,36041.3,,717.2218700000001
Slovakia,Eslovaquia,2013,Business enterprise sector,0.38,SVK,,74642.7,,283.64225999999996
Finland,Finlandia,2013,Business enterprise sector,2.26,FIN,,203497.0,,4599.0322
Sweden,Suecia,2013,Business enterprise sector,2.26,SWE,,439807.4,,9939.64724
Iceland,Islandia,2013,Business enterprise sector,0.95,ISL,b,12132.9,,115.26254999999999
Norway,Noruega,2013,Business enterprise sector,0.86,NOR,,395856.8,,3404.36848
United Kingdom,Reino Unido,2013,Business enterprise sector,1.04,GBR,,2096338.0,,21801.9152
Bosnia and Herzegovina,Bosnia y Herzegovina,2013,Business enterprise sector,0.19,BIH,,13691.8,,26.014419999999998
Montenegro,Montenegro,2013,Business enterprise sector,0.18,MNE,,3362.5,,6.0525
Serbia,Serbia,2013,Business enterprise sector,0.09,SRB,,37978.2,,34.18038
Türkiye,Turquía,2013,Business enterprise sector,0.39,TUR,,719726.6,,2806.93374
European Union - 27 countries (from 2020),Unión Europea (27 países),2014,Business enterprise sector,1.34,EUU,e,11868132.2,,159032.97148
Euro area – 20 countries (from 2023),Zona Euro (20 países),2014,Business enterprise sector,1.36,EMU,e,10254975.4,,139467.66544
Euro area – 20 countries (from 2023),Zona Euro (20 países),2014,Business enterprise sector,1.36,EMU,e,10299260.0,,140069.93600000002
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2014,Business enterprise sector,1.37,EMU,e,10254975.4,,140493.16298000002
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2014,Business enterprise sector,1.37,EMU,e,10299260.0,,141099.862
Belgium,Bélgica,2014,Business enterprise sector,1.65,BEL,,404958.3,,6681.81195
Bulgaria,Bulgaria,2014,Business enterprise sector,0.52,BGR,,43024.7,,223.72843999999998
Czechia,Chequia,2014,Business enterprise sector,1.07,CZE,,158991.5,,1701.2090500000002
Denmark,Dinamarca,2014,Business enterprise sector,1.86,DNK,,265635.7,,4940.824020000001
Germany,Alemania,2014,Business enterprise sector,1.91,DEU,,2985170.0,,57016.746999999996
Estonia,Estonia,2014,Business enterprise sector,0.61,EST,,20365.6,,124.23015999999998
Ireland,Irlanda,2014,Business enterprise sector,1.05,IRL,,200818.3,,2108.59215
Greece,Grecia,2014,Business enterprise sector,0.29,GRC,,176071.8,,510.6082199999999
Spain,España,2014,Business enterprise sector,0.65,ESP,,1038949.0,,6753.168500000001
France,Francia,2014,Business enterprise sector,1.45,FRA,,2153733.1,,31229.12995
Croatia,Croacia,2014,Business enterprise sector,0.37,HRV,,44284.6,,163.85302000000001
Italy,Italia,2014,Business enterprise sector,0.75,ITA,,1635870.7,,12269.03025
Cyprus,Chipre,2014,Business enterprise sector,0.11,CYP,,17482.8,,19.23108
Latvia,Letonia,2014,Business enterprise sector,0.25,LVA,,22790.5,,56.97625
Lithuania,Lituania,2014,Business enterprise sector,0.32,LTU,,36410.1,,116.51232
Luxembourg,Luxemburgo,2014,Business enterprise sector,0.64,LUX,,51791.3,,331.46432000000004
Hungary,Hungría,2014,Business enterprise sector,0.96,HUN,d,106335.3,,1020.8188799999999
Malta,Malta,2014,Business enterprise sector,0.37,MLT,,8948.5,,33.10945
Netherlands,Países Bajos,2014,Business enterprise sector,1.39,NLD,,678627.0,,9432.915299999999
Austria,Austria,2014,Business enterprise sector,2.22,AUT,e,330113.5,,7328.519700000001
Poland,Polonia,2014,Business enterprise sector,0.44,POL,,408714.7,,1798.3446800000002
Portugal,Portugal,2014,Business enterprise sector,0.6,PRT,,173186.7,,1039.1202
Romania,Rumanía,2014,Business enterprise sector,0.16,ROU,,150528.8,,240.84608
Slovenia,Eslovenia,2014,Business enterprise sector,1.85,SVN,,37270.9,,689.5116500000001
Slovakia,Eslovaquia,2014,Business enterprise sector,0.32,SVK,,76562.3,,244.99936000000002
Finland,Finlandia,2014,Business enterprise sector,2.14,FIN,,205855.0,,4405.2970000000005
Sweden,Suecia,2014,Business enterprise sector,2.09,SWE,e,435641.4,,9104.90526
Iceland,Islandia,2014,Business enterprise sector,1.18,ISL,,13472.6,,158.97668
Norway,Noruega,2014,Business enterprise sector,0.92,NOR,,378456.4,,3481.7988800000003
United Kingdom,Reino Unido,2014,Business enterprise sector,1.07,GBR,,2311080.2,,24728.558140000005
Bosnia and Herzegovina,Bosnia y Herzegovina,2014,Business enterprise sector,0.05,BIH,,13988.3,,6.994149999999999
Montenegro,Montenegro,2014,Business enterprise sector,0.14,MNE,,3457.9,,4.841060000000001
Serbia,Serbia,2014,Business enterprise sector,0.21,SRB,b,37014.0,,77.7294
Türkiye,Turquía,2014,Business enterprise sector,0.43,TUR,,707000.8,,3040.1034400000003
European Union - 27 countries (from 2020),Unión Europea (27 países),2015,Business enterprise sector,1.36,EUU,e,12307167.4,,167377.47664
Euro area – 20 countries (from 2023),Zona Euro (20 países),2015,Business enterprise sector,1.37,EMU,,10615103.7,,145426.92069
Euro area – 20 countries (from 2023),Zona Euro (20 países),2015,Business enterprise sector,1.37,EMU,,10660596.8,,146050.17616
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2015,Business enterprise sector,1.38,EMU,,10615103.7,,146488.43105999997
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2015,Business enterprise sector,1.38,EMU,,10660596.8,,147116.23584
Belgium,Bélgica,2015,Business enterprise sector,1.7,BEL,,415538.0,,7064.146000000001
Bulgaria,Bulgaria,2015,Business enterprise sector,0.7,BGR,,45797.8,,320.58459999999997
Czechia,Chequia,2015,Business enterprise sector,1.04,CZE,,170527.3,,1773.48392
Denmark,Dinamarca,2015,Business enterprise sector,1.94,DNK,,272193.0,,5280.5442
Germany,Alemania,2015,Business enterprise sector,1.98,DEU,,3085650.0,,61095.869999999995
Estonia,Estonia,2015,Business enterprise sector,0.66,EST,,21010.9,,138.67194
Ireland,Irlanda,2015,Business enterprise sector,0.82,IRL,,272544.3,,2234.8632599999996
Greece,Grecia,2015,Business enterprise sector,0.32,GRC,,175362.9,,561.16128
Spain,España,2015,Business enterprise sector,0.64,ESP,,1087112.0,,6957.5168
France,Francia,2015,Business enterprise sector,1.44,FRA,,2201401.6,,31700.18304
Croatia,Croacia,2015,Business enterprise sector,0.42,HRV,,45493.1,,191.07101999999998
Italy,Italia,2015,Business enterprise sector,0.77,ITA,,1663277.7,,12807.23829
Cyprus,Chipre,2015,Business enterprise sector,0.11,CYP,,17944.2,,19.73862
Latvia,Letonia,2015,Business enterprise sector,0.16,LVA,,23744.3,,37.990880000000004
Lithuania,Lituania,2015,Business enterprise sector,0.29,LTU,,37440.7,,108.57802999999998
Luxembourg,Luxemburgo,2015,Business enterprise sector,0.66,LUX,,54142.3,,357.33918
Hungary,Hungría,2015,Business enterprise sector,0.98,HUN,d,112854.0,,1105.9692
Malta,Malta,2015,Business enterprise sector,0.36,MLT,,10221.4,,36.797039999999996
Netherlands,Países Bajos,2015,Business enterprise sector,1.36,NLD,,699175.0,,9508.78
Austria,Austria,2015,Business enterprise sector,2.19,AUT,,342083.5,,7491.62865
Poland,Polonia,2015,Business enterprise sector,0.46,POL,,432485.8,,1989.4346799999998
Portugal,Portugal,2015,Business enterprise sector,0.58,PRT,,179392.7,,1040.47766
Romania,Rumanía,2015,Business enterprise sector,0.21,ROU,,160289.0,,336.6069
Slovenia,Eslovenia,2015,Business enterprise sector,1.69,SVN,,38493.9,,650.5469099999999
Slovakia,Eslovaquia,2015,Business enterprise sector,0.32,SVK,,80376.3,,257.20416
Finland,Finlandia,2015,Business enterprise sector,1.93,FIN,,210192.0,,4056.7055999999993
Sweden,Suecia,2015,Business enterprise sector,2.26,SWE,,452423.7,,10224.77562
Iceland,Islandia,2015,Business enterprise sector,1.44,ISL,,15795.3,,227.45232
Norway,Noruega,2015,Business enterprise sector,1.04,NOR,,349756.7,,3637.46968
Switzerland,Suiza,2015,Business enterprise sector,2.09,CHE,,625532.7,,13073.633429999998
United Kingdom,Reino Unido,2015,Business enterprise sector,1.09,GBR,,2644716.5,,28827.40985
Montenegro,Montenegro,2015,Business enterprise sector,0.11,MNE,,3654.5,,4.019950000000001
North Macedonia,Macedonia del Norte,2015,Business enterprise sector,0.08,MKD,,9072.3,,7.25784
Serbia,Serbia,2015,Business enterprise sector,0.25,SRB,,37219.6,,93.04899999999999
Türkiye,Turquía,2015,Business enterprise sector,0.48,TUR,,777042.3,,3729.80304
European Union - 27 countries (from 2020),Unión Europea (27 países),2016,Business enterprise sector,1.38,EUU,e,12640498.4,,174438.87792
Euro area – 20 countries (from 2023),Zona Euro (20 países),2016,Business enterprise sector,1.38,EMU,e,10906041.2,,150503.36855999997
Euro area – 20 countries (from 2023),Zona Euro (20 países),2016,Business enterprise sector,1.38,EMU,e,10953618.4,,151159.93392
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2016,Business enterprise sector,1.39,EMU,e,10906041.2,,151593.97267999998
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2016,Business enterprise sector,1.39,EMU,e,10953618.4,,152255.29576
Belgium,Bélgica,2016,Business enterprise sector,1.74,BEL,,428467.1,,7455.327539999999
Bulgaria,Bulgaria,2016,Business enterprise sector,0.56,BGR,,48752.1,,273.01176000000004
Czechia,Chequia,2016,Business enterprise sector,1.01,CZE,,179145.9,,1809.37359
Denmark,Dinamarca,2016,Business enterprise sector,2.02,DNK,,282265.1,,5701.75502
Germany,Alemania,2016,Business enterprise sector,1.97,DEU,,3196110.0,,62963.367
Estonia,Estonia,2016,Business enterprise sector,0.63,EST,,22189.0,,139.7907
Ireland,Irlanda,2016,Business enterprise sector,0.83,IRL,,276205.9,,2292.5089700000003
Greece,Grecia,2016,Business enterprise sector,0.42,GRC,,174448.2,,732.68244
Spain,España,2016,Business enterprise sector,0.63,ESP,,1122967.0,,7074.6921
France,Francia,2016,Business enterprise sector,1.45,FRA,,2231819.2,,32361.3784
Croatia,Croacia,2016,Business enterprise sector,0.39,HRV,,47577.2,,185.55108
Italy,Italia,2016,Business enterprise sector,0.83,ITA,b,1704856.7,,14150.31061
Cyprus,Chipre,2016,Business enterprise sector,0.19,CYP,,19013.8,,36.126219999999996
Latvia,Letonia,2016,Business enterprise sector,0.11,LVA,,24498.2,,26.948020000000003
Lithuania,Lituania,2016,Business enterprise sector,0.3,LTU,,38820.7,,116.46209999999999
Luxembourg,Luxemburgo,2016,Business enterprise sector,0.7,LUX,,56208.1,,393.45669999999996
Hungary,Hungría,2016,Business enterprise sector,0.87,HUN,d,116593.5,,1014.36345
Malta,Malta,2016,Business enterprise sector,0.33,MLT,,10864.3,,35.85219
Netherlands,Países Bajos,2016,Business enterprise sector,1.39,NLD,,720175.0,,10010.432499999999
Austria,Austria,2016,Business enterprise sector,2.2,AUT,e,355665.6,,7824.6432
Poland,Polonia,2016,Business enterprise sector,0.63,POL,,427658.6,,2694.24918
Portugal,Portugal,2016,Business enterprise sector,0.62,PRT,,186380.7,,1155.56034
Romania,Rumanía,2016,Business enterprise sector,0.27,ROU,,167497.1,,452.24217000000004
Slovenia,Eslovenia,2016,Business enterprise sector,1.54,SVN,,40013.2,,616.20328
Slovakia,Eslovaquia,2016,Business enterprise sector,0.4,SVK,,81621.6,,326.4864
Finland,Finlandia,2016,Business enterprise sector,1.81,FIN,,215717.0,,3904.4777000000004
Sweden,Suecia,2016,Business enterprise sector,2.27,SWE,e,464967.6,,10554.76452
Iceland,Islandia,2016,Business enterprise sector,1.36,ISL,,18804.2,,255.73712000000003
Norway,Noruega,2016,Business enterprise sector,1.08,NOR,,335396.5,,3622.2822
United Kingdom,Reino Unido,2016,Business enterprise sector,1.11,GBR,,2434119.2,,27018.723120000002
Montenegro,Montenegro,2016,Business enterprise sector,0.05,MNE,,3954.2,,1.9770999999999999
North Macedonia,Macedonia del Norte,2016,Business enterprise sector,0.1,MKD,,9656.5,,9.6565
Serbia,Serbia,2016,Business enterprise sector,0.3,SRB,,38164.7,,114.49409999999999
Türkiye,Turquía,2016,Business enterprise sector,0.56,TUR,,785618.9,,4399.465840000001
European Union - 27 countries (from 2020),Unión Europea (27 países),2017,Business enterprise sector,1.42,EUU,e,13168340.4,,186990.43368
Euro area – 20 countries (from 2023),Zona Euro (20 países),2017,Business enterprise sector,1.43,EMU,,11316197.6,,161821.62568
Euro area – 20 countries (from 2023),Zona Euro (20 países),2017,Business enterprise sector,1.43,EMU,,11366404.9,,162539.59007
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2017,Business enterprise sector,1.43,EMU,,11316197.6,,161821.62568
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2017,Business enterprise sector,1.43,EMU,,11366404.9,,162539.59007
Belgium,Bélgica,2017,Business enterprise sector,1.88,BEL,,443407.2,,8336.055359999998
Bulgaria,Bulgaria,2017,Business enterprise sector,0.52,BGR,,52501.8,,273.00936
Czechia,Chequia,2017,Business enterprise sector,1.1,CZE,,196738.7,,2164.1257000000005
Denmark,Dinamarca,2017,Business enterprise sector,1.86,DNK,,294355.0,,5475.003000000001
Germany,Alemania,2017,Business enterprise sector,2.06,DEU,,3331110.0,,68620.866
Estonia,Estonia,2017,Business enterprise sector,0.59,EST,,24316.1,,143.46499
Ireland,Irlanda,2017,Business enterprise sector,0.9,IRL,,308522.8,,2776.7052000000003
Greece,Grecia,2017,Business enterprise sector,0.56,GRC,,177378.5,,993.3196000000002
Spain,España,2017,Business enterprise sector,0.66,ESP,,1170024.0,,7722.1584
France,Francia,2017,Business enterprise sector,1.44,FRA,,2291680.5,,33000.199199999995
Croatia,Croacia,2017,Business enterprise sector,0.41,HRV,,50207.3,,205.84992999999997
Italy,Italia,2017,Business enterprise sector,0.85,ITA,,1744493.0,,14828.1905
Cyprus,Chipre,2017,Business enterprise sector,0.2,CYP,,20312.4,,40.6248
Latvia,Letonia,2017,Business enterprise sector,0.14,LVA,,26017.1,,36.42394
Lithuania,Lituania,2017,Business enterprise sector,0.33,LTU,,42274.6,,139.50618
Luxembourg,Luxemburgo,2017,Business enterprise sector,0.69,LUX,,58168.8,,401.36472000000003
Hungary,Hungría,2017,Business enterprise sector,0.96,HUN,d,127222.5,,1221.3359999999998
Malta,Malta,2017,Business enterprise sector,0.34,MLT,,12535.7,,42.62138
Netherlands,Países Bajos,2017,Business enterprise sector,1.42,NLD,,750861.0,,10662.2262
Austria,Austria,2017,Business enterprise sector,2.15,AUT,,367294.9,,7896.8403499999995
Poland,Polonia,2017,Business enterprise sector,0.66,POL,,469071.2,,3095.86992
Portugal,Portugal,2017,Business enterprise sector,0.67,PRT,,195509.1,,1309.9109700000001
Romania,Rumanía,2017,Business enterprise sector,0.29,ROU,,186399.2,,540.55768
Slovenia,Eslovenia,2017,Business enterprise sector,1.41,SVN,,42625.5,,601.01955
Slovakia,Eslovaquia,2017,Business enterprise sector,0.48,SVK,,84960.4,,407.8099199999999
Finland,Finlandia,2017,Business enterprise sector,1.79,FIN,,224706.0,,4022.2374
Sweden,Suecia,2017,Business enterprise sector,2.42,SWE,,475647.1,,11510.659819999999
Iceland,Islandia,2017,Business enterprise sector,1.34,ISL,,21917.7,,293.69718
Norway,Noruega,2017,Business enterprise sector,1.1,NOR,,356288.5,,3919.1735000000003
Switzerland,Suiza,2017,Business enterprise sector,2.06,CHE,,615776.3,,12684.99178
United Kingdom,Reino Unido,2017,Business enterprise sector,1.14,GBR,,2359789.9,,26901.604859999996
Montenegro,Montenegro,2017,Business enterprise sector,0.07,MNE,,4299.1,,3.0093700000000005
