STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,coop_ptn,Cooperation partners,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2016,,3547,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2017,,3783,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2018,,4055,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2019,,4395,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2020,,4422,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2021,,4947,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2022,,5040,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2023,,5125,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SE,Sweden,2024,,4936,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2004,,51,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2005,,87,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2006,,90,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2007,,115,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2008,,128,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2009,,115,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2010,,131,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2011,,129,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2012,,108,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2013,,135,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2014,,125,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2015,,118,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2016,,113,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2017,,98,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2018,,100,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2019,,122,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2020,,165,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2021,,116,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2022,,123,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2023,,153,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SI,Slovenia,2024,,156,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2004,,12,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2005,,16,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2006,,19,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2007,,19,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2008,,28,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2009,,26,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2010,,25,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2011,,43,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2012,,35,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2013,,29,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2014,,26,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2015,,47,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2016,,44,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2017,,41,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2018,,51,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2019,,42,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2020,,54,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2021,,43,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2022,,48,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2023,,56,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,SK,Slovakia,2024,,62,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2004,,66,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2005,,68,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2006,,144,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2007,,146,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2008,,195,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2009,,190,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2010,,283,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2011,,371,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2012,,397,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2013,,377,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2014,,403,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2015,,447,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2016,,523,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2017,,911,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2018,,574,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2019,,471,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2020,,605,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2021,,735,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2022,,560,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2023,,618,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,NR,Number,TR,Türkiye,2024,,542,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2009,,0.35,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2010,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2011,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2012,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2013,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2014,,1.04,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2015,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2016,,0.7,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2017,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2018,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2019,,0.71,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2020,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2021,,1.07,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2022,,2.53,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AL,Albania,2023,,2.9,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2004,,122.37,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2005,,127.99,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2006,,138.6,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2007,,166.6,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2008,,180.62,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2009,,179.31,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2010,,208.53,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2011,,206.64,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2012,,222.31,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2013,,235.03,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2014,,229.81,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2015,,230.14,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2016,,231.67,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2017,,251.1,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2018,,258.02,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2019,,264.2,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2020,,258.62,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2021,,257.83,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2022,,263.34,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2023,,255.38,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,AT,Austria,2024,,234.32,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2009,,0.27,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2010,,0.53,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2011,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2012,,0.79,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2013,,0.27,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2014,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2015,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2016,,0.57,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2017,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2018,,0.29,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2022,,2.03,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BA,Bosnia and Herzegovina,2023,,2.34,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2004,,143.27,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2005,,158.23,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2006,,174.64,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2007,,178.63,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2008,,177.32,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2009,,150.89,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2010,,187.7,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2011,,182.46,,b,break in time series,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2012,,169.81,,b,break in time series,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2013,,168.65,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2014,,171.92,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2015,,181.04,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2016,,195.13,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2017,,189.19,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2018,,205.48,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2019,,210.82,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2020,,208.52,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2021,,214.05,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2022,,222.86,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2023,,219.48,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,APPL,Applicant,P_MHAB,Per million inhabitants,BE,Belgium,2024,,221.29,,p,provisional,,
