STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,prof_pos,Professional position,unit,Unit of measure,sectperf,Sector of performance,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2013,,5778,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2014,,5844,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2015,,7255.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2016,,6262.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2017,,7184.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2018,,7767.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2019,,8150.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2020,,8384.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2021,,8823.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2022,,9265.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EL,Greece,2023,,9837.3,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2012,,21849.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2013,,20672.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2014,,20180.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2015,,19961.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2016,,20663.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2017,,20844.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2018,,21421.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2019,,22146.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2020,,22526.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2021,,23418,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2022,,23742,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,ES,Spain,2023,,25338,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2012,,200090,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2013,,200350.1,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2014,,196220.5,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2015,,199613.8,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2016,,191051.6,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2017,,195337.2,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2018,,202725.1,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2019,,206784.9,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2020,,212666.8,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2021,,219770.5,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2022,,211683.3,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,EU27_2020,European Union - 27 countries (from 2020),2023,,218474.6,,e,estimated,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2012,,4432.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2013,,4481.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2014,,4088.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2015,,3550.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2016,,3209,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2017,,3317.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2018,,3236.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2019,,3260,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2020,,3337.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2021,,3425,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2022,,3515,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FI,Finland,2023,,3710,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2012,,27413,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2013,,28227,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2014,,28275.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2015,,28445,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2016,,28890.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2017,,28820.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2018,,29206.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2019,,29276.1,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2020,,29501,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2021,,30391,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2022,,30980,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,FR,France,2023,,31753,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2012,,1964.9,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2013,,1944.9,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2014,,1857.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2015,,1755.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2016,,1722.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2017,,1798.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2018,,1874.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2019,,1873.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2020,,2091.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2021,,2100.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2022,,2115.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HR,Croatia,2023,,2194.6,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2012,,4674,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2013,,4782,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2014,,4776,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2015,,4680,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2016,,4965,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2017,,4867,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2018,,6592,,b,break in time series,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2019,,6495,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2020,,6848,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2021,,6717,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2022,,6302,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,HU,Hungary,2023,,6006,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2012,,495,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2013,,437,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2014,,461,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2015,,494,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2016,,503.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2017,,580,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2018,,652,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2019,,635,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2020,,641,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2021,,698,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2022,,857,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IE,Ireland,2023,,839,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IS,Iceland,2013,,180.8,,b,break in time series,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IS,Iceland,2017,,148,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IS,Iceland,2018,,145,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IS,Iceland,2021,,130,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IS,Iceland,2022,,126,,u,low reliability,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IS,Iceland,2023,,102,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2012,,20499.2,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2013,,21312.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2014,,21044.6,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2015,,21591.9,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2016,,21710.8,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2017,,22117.5,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2018,,22693.7,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2019,,23276.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2020,,23429.3,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2021,,24508,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2022,,25710,,,,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,IT,Italy,2023,,27380,,p,provisional,,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2012,,31567,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2013,,30904,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2014,,30373,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2015,,30242,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2016,,30238,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2017,,30610,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2018,,30585,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2019,,30532,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2020,,30152,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2021,,30436,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2022,,30146,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00004(1.0),Total researchers by sector of performance - full time equivalent,A,Annual,T,Total,RSE,Researchers,FTE,Full-time equivalent (FTE),GOV,Government sector,JP,Japan,2023,,30015,,d,definition differs (see metadata),,
